"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-22",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-23",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-24",,,"0.16",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-25",,,"0.10",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-27",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-28",,,"0.65",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-29",,,"0.29",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-30",,,"0.13",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-01",,,"0.30",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-02",,,"0.01",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-08",,,"0.28",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-09",,,"0.14",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-11",,,"0.11",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-12",,,"2.45",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-13",,,"0.03",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-14",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-15",,,"0.01",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-16",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-21",,,"0.07",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-22",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-23",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-26",,,"0.16",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-27",,,"1.65",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-28",,,"0.31",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-05-31",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-01",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-02",,,"0.70",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-04",,,"1.32",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-06",,,"0.15",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-08",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-11",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-12",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-15",,,"0.32",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-16",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-20",,,"1.13",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-21",,,"0.29",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-23",,,"0.73",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-26",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-27",,,"0.78",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-28",,,"0.32",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-29",,,"0.12",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-06-30",,,"0.71",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-01",,,"0.48",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-02",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-05",,,"0.53",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-08",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-11",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-16",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-20",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-21",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-23",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-25",,,"0.05",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-27",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-07-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-01",,,"0.09",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-02",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-05",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-06",,,"3.65",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-07",,,"2.04",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-08",,,"0.17",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-11",,,"0.20",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-12",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-13",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-14",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-15",,,"1.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-16",,,"0.41",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-20",,,"0.05",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-21",,,"0.10",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-22",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-23",,,"2.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-26",,,"0.73",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-27",,,"0.01",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-28",,,"1.18",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-29",,,"0.89",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-30",,,"0.88",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-08-31",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-01",,,"1.90",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-02",,,"0.03",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-05",,,"0.24",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-06",,,"0.03",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-08",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-09",,,"0.12",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-10",,,"1.98",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-11",,,"0.01",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-13",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-16",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-20",,,"1.13",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-21",,,"0.06",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-23",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-24",,,"0.36",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-27",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-28",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-09-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-01",,,"3.40",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-02",,,"0.08",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-03",,,"0.03",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-08",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-09",,,"0.91",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-11",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-12",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-13",,,"0.09",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-14",,,"0.54",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-16",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-20",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-21",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-22",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-23",,,"0.68",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-27",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-28",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-10-31",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-01",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-02",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-04",,,"0.02",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-08",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-11",,,"0.04","1.0","1.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-12",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-13",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-14",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-16",,,"0.18","3.0","3.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-20",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-11-21",,,"0.00","0.0",
